date,code,status,score,buy_price,sell_price,hold_ret,bench_hold_ret,excess_ret
2026-06-01,000156,回踩观察,15,7.11,6.68,-0.06047819971870616,0.012486747190899816,-0.07296494690960598
2026-06-01,000157,跌破MA5观察,12,7.22,7.39,0.023545706371191022,0.012486747190899816,0.011058959180291206
2026-06-01,000158,跌破MA5观察,10,15.87,14.48,-0.08758664146187767,0.012486747190899816,-0.10007338865277748
2026-06-01,000159,回踩观察,18,6.89,6.88,-0.0014513788098693414,0.012486747190899816,-0.013938126000769158
2026-06-01,000166,跌破MA5观察,15,4.43,4.32,-0.02483069977426622,0.012486747190899816,-0.037317446965166035
2026-06-01,000301,跌破MA5观察,13,12.2,11.62,-0.04754098360655734,0.012486747190899816,-0.06002773079745716
2026-06-01,000333,趋势观察池,35,81.7,82.42,0.008812729498163918,0.012486747190899816,-0.003674017692735898
2026-06-01,000338,跌破MA5观察,18,33.7,33.74,0.001186943620178127,0.012486747190899816,-0.01129980357072169
2026-06-01,000400,趋势观察池,43,27.22,24.11,-0.1142542248346804,0.012486747190899816,-0.1267409720255802
2026-06-01,000401,趋势观察池,43,4.1,3.93,-0.04146341463414627,0.012486747190899816,-0.053950161825046083
2026-06-01,000402,趋势观察池,43,3.13,2.89,-0.0766773162939296,0.012486747190899816,-0.08916406348482941
2026-06-01,000403,跌破MA5观察,38,12.39,12.84,0.036319612590798966,0.012486747190899816,0.02383286539989915
2026-06-01,000404,跌破MA5观察,7,7.95,7.74,-0.026415094339622636,0.012486747190899816,-0.03890184153052245
2026-06-01,000407,回踩观察,12,4.3,4.19,-0.025581395348837077,0.012486747190899816,-0.03806814253973689
2026-06-01,000408,跌破MA5观察,10,76.05,77.65,0.021038790269559682,0.012486747190899816,0.008552043078659866
2026-06-01,000409,跌破MA5观察,18,9.98,9.46,-0.05210420841683361,0.012486747190899816,-0.06459095560773342
2026-06-01,000410,跌破MA5观察,7,5.34,5.24,-0.01872659176029956,0.012486747190899816,-0.031213338951199376
2026-06-01,000411,回踩观察,20,12.15,11.68,-0.03868312757201653,0.012486747190899816,-0.051169874762916345
2026-06-01,000415,跌破MA5观察,10,4.07,3.92,-0.03685503685503699,0.012486747190899816,-0.04934178404593681
2026-06-01,000417,跌破MA5观察,7,7.85,7.78,-0.008917197452229186,0.012486747190899816,-0.021403944643129003
2026-06-01,000419,回踩观察,20,5.34,5.02,-0.05992509363295884,0.012486747190899816,-0.07241184082385865
2026-06-01,000420,跌破MA5观察,10,4.43,4.38,-0.011286681715575564,0.012486747190899816,-0.02377342890647538
2026-06-01,000421,趋势观察池,30,5.97,5.67,-0.05025125628140703,0.012486747190899816,-0.06273800347230685
2026-06-01,000422,趋势观察池,30,14.14,13.07,-0.07567185289957568,0.012486747190899816,-0.08815860009047549
2026-06-01,000423,趋势观察池,43,49.72,48.6,-0.022526146419951654,0.012486747190899816,-0.03501289361085147
2026-06-01,000425,回踩观察,27,9.81,9.45,-0.03669724770642213,0.012486747190899816,-0.04918399489732195
2026-06-01,000426,跌破MA5观察,10,39.69,39.89,0.00503905265810034,0.012486747190899816,-0.007447694532799476
2026-06-01,000428,回踩观察,28,3.74,3.51,-0.06149732620320869,0.012486747190899816,-0.07398407339410851
2026-06-01,000429,趋势观察池,53,14.16,13.85,-0.021892655367231728,0.012486747190899816,-0.034379402558131544
2026-06-01,000430,趋势观察池,43,7.98,8.29,0.03884711779448602,0.012486747190899816,0.026360370603586203
2026-06-01,000498,趋势观察池,39,5.34,5.13,-0.0393258426966292,0.012486747190899816,-0.051812589887529015
2026-06-01,000501,趋势观察池,43,7.87,7.21,-0.08386277001270648,0.012486747190899816,-0.0963495172036063
2026-06-01,000503,回踩观察,25,7.23,6.99,-0.03319502074688796,0.012486747190899816,-0.045681767937787776
2026-06-01,000504,跌破MA5观察,23,9.54,8.97,-0.05974842767295585,0.012486747190899816,-0.07223517486385567
2026-06-01,000505,回踩观察,15,6.11,5.81,-0.04909983633387904,0.012486747190899816,-0.06158658352477886
2026-06-01,000506,跌破MA5观察,36,14.1,14.0,-0.007092198581560294,0.012486747190899816,-0.01957894577246011
2026-06-01,000507,趋势观察池,35,5.45,5.25,-0.03669724770642202,0.012486747190899816,-0.04918399489732184
2026-06-01,000509,跌破MA5观察,33,4.92,4.79,-0.026422764227642226,0.012486747190899816,-0.03890951141854204
2026-06-01,000510,趋势观察池,41,18.32,19.23,0.049672489082969395,0.012486747190899816,0.03718574189206958
2026-06-01,000513,趋势观察池,35,29.51,28.99,-0.017621145374449476,0.012486747190899816,-0.030107892565349292
2026-06-01,000514,回踩观察,25,4.57,4.36,-0.045951859956236296,0.012486747190899816,-0.05843860714713611
2026-06-01,000516,跌破MA5观察,10,4.28,4.09,-0.04439252336448607,0.012486747190899816,-0.056879270555385886
2026-06-01,000517,趋势观察池,35,1.95,1.93,-0.01025641025641022,0.012486747190899816,-0.022743157447310036
2026-06-01,000519,趋势观察池,41,19.28,19.7,0.02178423236514515,0.012486747190899816,0.009297485174245335
2026-06-01,000520,回踩观察,15,3.83,4.18,0.09138381201044377,0.012486747190899816,0.07889706481954395
2026-06-01,000521,趋势观察池,43,5.81,5.7,-0.018932874354561036,0.012486747190899816,-0.03141962154546085
2026-06-01,000523,回踩观察,18,3.28,3.06,-0.06707317073170727,0.012486747190899816,-0.07955991792260708
2026-06-01,000524,趋势观察池,43,9.46,9.03,-0.045454545454545636,0.012486747190899816,-0.05794129264544545
2026-06-01,000525,趋势观察池,30,4.96,4.53,-0.08669354838709675,0.012486747190899816,-0.09918029557799657
2026-06-01,000526,跌破MA5观察,7,29.64,27.03,-0.08805668016194335,0.012486747190899816,-0.10054342735284316
2026-06-01,000528,回踩观察,17,8.74,8.47,-0.03089244851258577,0.012486747190899816,-0.043379195703485585
2026-06-01,000529,回踩观察,20,5.26,4.94,-0.06083650190114054,0.012486747190899816,-0.07332324909204035
2026-06-01,000530,趋势观察池,43,6.39,6.24,-0.023474178403755763,0.012486747190899816,-0.03596092559465558
2026-06-01,000531,趋势观察池,43,8.22,7.69,-0.06447688564476883,0.012486747190899816,-0.07696363283566865
2026-06-01,000532,跌破MA5观察,7,12.17,12.35,0.014790468364831444,0.012486747190899816,0.0023037211739316277
2026-06-01,000533,回踩观察,29,12.69,11.56,-0.08904649330181236,0.012486747190899816,-0.10153324049271217
2026-06-01,000534,跌破MA5观察,7,32.33,33.05,0.022270337148159625,0.012486747190899816,0.009783589957259808
2026-06-01,000536,跌破MA5观察,15,3.92,4.13,0.0535714285714286,0.012486747190899816,0.04108468138052879
2026-06-01,000537,趋势观察池,40,10.9,10.93,0.0027522935779815683,0.012486747190899816,-0.009734453612918248
2026-06-01,000538,趋势观察池,35,49.82,48.6,-0.024488157366519436,0.012486747190899816,-0.03697490455741925
2026-06-01,000539,趋势观察池,53,9.77,9.17,-0.06141248720573178,0.012486747190899816,-0.0738992343966316
2026-06-01,000541,回踩观察,20,5.05,5.0,-0.00990099009900991,0.012486747190899816,-0.022387737289909726
2026-06-01,000543,趋势观察池,43,9.82,9.6,-0.022403258655804503,0.012486747190899816,-0.03489000584670432
2026-06-01,000544,趋势观察池,30,7.84,7.52,-0.04081632653061229,0.012486747190899816,-0.053303073721512106
2026-06-01,000545,回踩观察,12,2.55,2.41,-0.05490196078431364,0.012486747190899816,-0.06738870797521346
2026-06-01,000546,跌破MA5观察,7,5.61,5.23,-0.06773618538324422,0.012486747190899816,-0.08022293257414403
2026-06-01,000547,跌破MA5观察,7,20.1,19.9,-0.009950248756219082,0.012486747190899816,-0.0224369959471189
2026-06-01,000548,回踩观察,15,5.0,4.66,-0.06799999999999995,0.012486747190899816,-0.08048674719089977
2026-06-01,000550,回踩观察,15,16.73,17.23,0.029886431560071758,0.012486747190899816,0.01739968436917194
2026-06-01,000551,跌破MA5观察,7,15.64,15.11,-0.03388746803069065,0.012486747190899816,-0.046374215221590465
2026-06-01,000552,趋势观察池,43,2.86,2.9,0.013986013986013957,0.012486747190899816,0.0014992667951141403
2026-06-01,000553,回踩观察,18,6.41,6.07,-0.05304212168486733,0.012486747190899816,-0.06552886887576714
2026-06-01,000554,回踩观察,15,6.93,6.7,-0.0331890331890331,0.012486747190899816,-0.04567578037993292
2026-06-01,000555,跌破MA5观察,7,13.18,12.25,-0.07056145675265557,0.012486747190899816,-0.08304820394355539
2026-06-01,000557,回踩观察,18,4.29,4.09,-0.04662004662004671,0.012486747190899816,-0.05910679381094652
2026-06-01,000558,趋势观察池,35,3.83,3.59,-0.06266318537859017,0.012486747190899816,-0.07514993256948999
2026-06-01,000559,跌破MA5观察,7,15.07,14.85,-0.014598540145985495,0.012486747190899816,-0.02708528733688531
2026-06-01,000560,回踩观察,15,2.78,2.58,-0.07194244604316535,0.012486747190899816,-0.08442919323406517
2026-06-01,000561,跌破MA5观察,7,8.18,7.99,-0.023227383863080653,0.012486747190899816,-0.03571413105398047
2026-06-01,000563,回踩观察,20,3.02,2.93,-0.02980132450331119,0.012486747190899816,-0.042288071694211005
2026-06-01,000564,跌破MA5观察,23,1.73,1.6,-0.07514450867052014,0.012486747190899816,-0.08763125586141995
2026-06-01,000565,回踩观察,12,7.03,6.62,-0.05832147937411092,0.012486747190899816,-0.07080822656501073
2026-06-01,000566,回踩观察,15,4.18,3.97,-0.05023923444976064,0.012486747190899816,-0.06272598164066046
2026-06-01,000567,趋势观察池,35,6.3,5.89,-0.06507936507936507,0.012486747190899816,-0.07756611227026489
2026-06-01,000568,跌破MA5观察,12,90.4,86.6,-0.042035398230088616,0.012486747190899816,-0.05452214542098843
2026-06-01,000570,回踩观察,12,5.66,5.5,-0.028268551236749095,0.012486747190899816,-0.04075529842764891
2026-06-01,000571,趋势观察池,30,5.8,5.74,-0.010344827586206806,0.012486747190899816,-0.022831574777106622
2026-06-01,000572,跌破MA5观察,7,4.59,4.43,-0.034858387799564294,0.012486747190899816,-0.04734513499046411
2026-06-01,000573,回踩观察,28,4.46,4.19,-0.060538116591928204,0.012486747190899816,-0.07302486378282802
2026-06-01,000576,跌破MA5观察,7,7.65,7.36,-0.03790849673202612,0.012486747190899816,-0.050395243922925936
2026-06-01,000581,跌破MA5观察,10,19.25,18.72,-0.02753246753246763,0.012486747190899816,-0.04001921472336745
2026-06-01,000582,跌破MA5观察,36,13.22,13.42,0.015128593040847127,0.012486747190899816,0.0026418458499473108
2026-06-01,000586,跌破MA5观察,7,15.22,16.61,0.09132720105124825,0.012486747190899816,0.07884045386034844
2026-06-01,000589,趋势观察池,35,4.7,4.5,-0.042553191489361764,0.012486747190899816,-0.05503993868026158
2026-06-01,000590,趋势观察池,30,10.44,9.73,-0.06800766283524895,0.012486747190899816,-0.08049441002614877
2026-06-01,000591,跌破MA5观察,23,5.92,5.59,-0.0557432432432432,0.012486747190899816,-0.06822999043414302
2026-06-01,000592,跌破MA5观察,7,8.61,8.05,-0.06504065040650397,0.012486747190899816,-0.07752739759740379
2026-06-01,000593,回踩观察,12,21.25,20.39,-0.040470588235294036,0.012486747190899816,-0.05295733542619385
2026-06-01,000596,趋势观察池,35,94.89,88.57,-0.0666034355569608,0.012486747190899816,-0.07909018274786062
2026-06-01,000597,回踩观察,20,4.7,4.43,-0.057446808510638436,0.012486747190899816,-0.06993355570153825
2026-06-01,000598,趋势观察池,43,7.14,6.92,-0.03081232492997199,0.012486747190899816,-0.04329907212087181
2026-06-01,000599,跌破MA5观察,7,5.16,5.03,-0.025193798449612337,0.012486747190899816,-0.03768054564051215
2026-06-01,000600,趋势观察池,41,11.98,12.57,0.04924874791318867,0.012486747190899816,0.03676200072228886
2026-06-01,000601,趋势观察池,41,8.17,8.6,0.05263157894736836,0.012486747190899816,0.040144831756468546
2026-06-01,000603,跌破MA5观察,7,30.74,29.99,-0.024398178269355864,0.012486747190899816,-0.03688492546025568
2026-06-01,000605,回踩观察,15,6.61,6.17,-0.06656580937972778,0.012486747190899816,-0.0790525565706276
2026-06-01,000607,回踩观察,25,3.8,3.49,-0.08157894736842097,0.012486747190899816,-0.09406569455932079
2026-06-01,000612,跌破MA5观察,21,11.78,11.45,-0.028013582342954146,0.012486747190899816,-0.04050032953385396
2026-06-01,000617,回踩观察,15,7.88,7.46,-0.053299492385786795,0.012486747190899816,-0.06578623957668661
2026-06-01,000619,回踩观察,18,5.77,5.4,-0.06412478336221827,0.012486747190899816,-0.07661153055311809
2026-06-01,000620,跌破MA5观察,7,2.81,2.98,0.06049822064056931,0.012486747190899816,0.048011473449669495
2026-06-01,000623,回踩观察,20,17.38,16.98,-0.023014959723820394,0.012486747190899816,-0.03550170691472021
2026-06-01,000625,回踩观察,15,8.07,8.0,-0.00867410161090465,0.012486747190899816,-0.021160848801804466
2026-06-01,000626,趋势观察池,31,8.2,7.85,-0.04268292682926822,0.012486747190899816,-0.055169674020168036
2026-06-01,000628,跌破MA5观察,7,56.45,54.32,-0.03773250664304695,0.012486747190899816,-0.050219253833946764
2026-06-01,000629,跌破MA5观察,10,3.45,3.35,-0.02898550724637683,0.012486747190899816,-0.041472254437276646
2026-06-01,000630,趋势观察池,41,6.77,6.64,-0.019202363367799125,0.012486747190899816,-0.03168911055869894
2026-06-01,000631,跌破MA5观察,38,3.42,3.38,-0.011695906432748537,0.012486747190899816,-0.024182653623648354
2026-06-01,000633,跌破MA5观察,7,5.76,5.47,-0.05034722222222221,0.012486747190899816,-0.06283396941312203
2026-06-01,000635,回踩观察,15,7.33,6.91,-0.05729877216916779,0.012486747190899816,-0.0697855193600676
2026-06-01,000636,趋势观察池,41,55.05,63.5,0.1534968210717531,0.012486747190899816,0.1410100738808533
2026-06-01,000637,回踩观察,15,4.45,4.18,-0.06067415730337089,0.012486747190899816,-0.0731609044942707
2026-06-01,000650,回踩观察,20,5.43,5.27,-0.029465930018416242,0.012486747190899816,-0.04195267720931606
2026-06-01,000651,趋势观察池,35,39.09,38.88,-0.005372217958557246,0.012486747190899816,-0.017858965149457062
2026-06-01,000652,回踩观察,28,3.83,3.57,-0.06788511749347259,0.012486747190899816,-0.08037186468437241
2026-06-01,000655,回踩观察,17,7.42,7.11,-0.04177897574123979,0.012486747190899816,-0.054265722932139604
2026-06-01,000657,跌破MA5观察,23,63.18,74.33,0.176479898702121,0.012486747190899816,0.16399315151122118
2026-06-01,000659,跌破MA5观察,10,3.97,3.76,-0.05289672544080615,0.012486747190899816,-0.06538347263170596
2026-06-01,000661,跌破MA5观察,7,73.15,68.1,-0.0690362269309639,0.012486747190899816,-0.08152297412186371
2026-06-01,000663,回踩观察,12,6.23,5.75,-0.07704654895666141,0.012486747190899816,-0.08953329614756123
2026-06-01,000665,跌破MA5观察,7,4.43,4.17,-0.05869074492099313,0.012486747190899816,-0.07117749211189295
2026-06-01,000668,趋势观察池,53,19.27,20.59,0.06850025947067984,0.012486747190899816,0.05601351227978002
2026-06-01,000670,跌破MA5观察,15,8.5,9.67,0.13764705882352946,0.012486747190899816,0.12516031163262964
2026-06-01,000672,跌破MA5观察,10,16.64,16.12,-0.03125,0.012486747190899816,-0.043736747190899816
2026-06-01,000676,回踩观察,15,6.07,5.69,-0.06260296540362431,0.012486747190899816,-0.07508971259452413
2026-06-01,000678,跌破MA5观察,7,11.65,11.68,0.0025751072961373023,0.012486747190899816,-0.009911639894762514
2026-06-01,000679,回踩观察,18,6.66,6.25,-0.06156156156156156,0.012486747190899816,-0.07404830875246138
2026-06-01,000680,回踩观察,15,11.15,10.75,-0.0358744394618834,0.012486747190899816,-0.04836118665278322
2026-06-01,000681,趋势观察池,36,22.65,23.2,0.02428256070640189,0.012486747190899816,0.011795813515502074
2026-06-01,000682,跌破MA5观察,26,14.35,12.99,-0.09477351916376298,0.012486747190899816,-0.10726026635466279
2026-06-01,000683,跌破MA5观察,10,7.26,7.0,-0.03581267217630846,0.012486747190899816,-0.048299419367208274
2026-06-01,000685,跌破MA5观察,7,11.53,10.94,-0.05117085862966175,0.012486747190899816,-0.06365760582056157
2026-06-01,000686,回踩观察,25,7.97,7.74,-0.02885821831869506,0.012486747190899816,-0.04134496550959488
2026-06-01,000688,跌破MA5观察,7,39.31,38.2,-0.028237089799033277,0.012486747190899816,-0.04072383698993309
2026-06-01,000690,趋势观察池,41,6.08,5.83,-0.041118421052631526,0.012486747190899816,-0.05360516824353134
2026-06-01,000692,趋势观察池,43,5.48,5.09,-0.07116788321167888,0.012486747190899816,-0.0836546304025787
2026-06-01,000695,跌破MA5观察,10,15.26,13.96,-0.08519003931847957,0.012486747190899816,-0.09767678650937939
2026-06-01,000697,跌破MA5观察,18,11.9,11.18,-0.060504201680672276,0.012486747190899816,-0.07299094887157209
2026-06-01,000700,跌破MA5观察,15,13.7,17.8,0.2992700729927009,0.012486747190899816,0.2867833258018011
2026-06-01,000701,跌破MA5观察,10,5.72,5.55,-0.029720279720279685,0.012486747190899816,-0.0422070269111795
2026-06-01,000702,回踩观察,12,6.35,5.78,-0.08976377952755898,0.012486747190899816,-0.1022505267184588
2026-06-01,000703,跌破MA5观察,7,12.85,13.06,0.01634241245136203,0.012486747190899816,0.0038556652604622155
2026-06-01,000705,回踩观察,18,7.22,6.77,-0.062326869806094254,0.012486747190899816,-0.07481361699699407
2026-06-01,000707,回踩观察,12,5.1,4.81,-0.056862745098039236,0.012486747190899816,-0.06934949228893905
2026-06-01,000708,跌破MA5观察,38,14.08,13.66,-0.029829545454545414,0.012486747190899816,-0.04231629264544523
2026-06-01,000709,趋势观察池,43,2.26,2.18,-0.03539823008849541,0.012486747190899816,-0.047884977279395224
2026-06-01,000710,回踩观察,12,8.98,8.3,-0.07572383073496658,0.012486747190899816,-0.0882105779258664
2026-06-01,000712,跌破MA5观察,36,11.05,9.39,-0.15022624434389142,0.012486747190899816,-0.16271299153479124
2026-06-01,000713,趋势观察池,30,6.02,5.87,-0.02491694352159457,0.012486747190899816,-0.037403690712494386
2026-06-01,000715,趋势观察池,30,5.21,4.91,-0.0575815738963531,0.012486747190899816,-0.07006832108725292
2026-06-01,000716,趋势观察池,43,6.11,5.2,-0.14893617021276595,0.012486747190899816,-0.16142291740366577
2026-06-01,000717,趋势观察池,30,2.29,2.17,-0.05240174672489084,0.012486747190899816,-0.06488849391579066
2026-06-01,000718,趋势观察池,35,2.07,2.23,0.07729468599033829,0.012486747190899816,0.06480793879943847
2026-06-01,000719,回踩观察,28,13.33,13.11,-0.01650412603150797,0.012486747190899816,-0.028990873222407787
2026-06-01,000720,趋势观察池,30,5.11,5.18,0.013698630136986134,0.012486747190899816,0.0012118829460863179
2026-06-01,000721,趋势观察池,43,6.68,6.27,-0.06137724550898205,0.012486747190899816,-0.07386399269988186
2026-06-01,000722,趋势观察池,50,16.26,15.78,-0.029520295202952185,0.012486747190899816,-0.042007042393852
2026-06-01,000723,趋势观察池,43,4.43,4.44,0.0022573363431153126,0.012486747190899816,-0.010229410847784504
2026-06-01,000725,跌破MA5观察,33,5.32,6.1,0.1466165413533833,0.012486747190899816,0.1341297941624835
2026-06-01,000726,趋势观察池,35,6.02,5.74,-0.046511627906976605,0.012486747190899816,-0.05899837509787642
2026-06-01,000727,趋势观察池,38,3.01,2.9,-0.03654485049833878,0.012486747190899816,-0.04903159768923859
2026-06-01,000728,跌破MA5观察,21,7.19,6.97,-0.030598052851182334,0.012486747190899816,-0.04308480004208215
2026-06-01,000729,趋势观察池,43,12.99,11.9,-0.08391070053887606,0.012486747190899816,-0.09639744772977588
2026-06-01,000731,回踩观察,18,6.17,5.92,-0.04051863857374394,0.012486747190899816,-0.05300538576464375
2026-06-01,000733,跌破MA5观察,23,50.87,59.31,0.1659131118537449,0.012486747190899816,0.1534263646628451
2026-06-01,000735,回踩观察,15,5.63,5.26,-0.06571936056838368,0.012486747190899816,-0.0782061077592835
2026-06-01,000736,回踩观察,17,5.37,4.74,-0.11731843575418988,0.012486747190899816,-0.1298051829450897
2026-06-01,000737,跌破MA5观察,20,13.97,14.23,0.018611309949892574,0.012486747190899816,0.006124562758992758
2026-06-01,000738,跌破MA5观察,7,19.17,18.81,-0.018779342723004855,0.012486747190899816,-0.03126608991390467
2026-06-01,000739,回踩观察,17,16.8,16.05,-0.044642857142857095,0.012486747190899816,-0.05712960433375691
2026-06-01,000750,跌破MA5观察,15,3.73,3.61,-0.03217158176943702,0.012486747190899816,-0.044658328960336835
2026-06-01,000751,跌破MA5观察,10,5.21,5.15,-0.011516314779270509,0.012486747190899816,-0.024003061970170325
2026-06-01,000753,回踩观察,12,5.5,5.22,-0.050909090909090904,0.012486747190899816,-0.06339583809999072
2026-06-01,000755,趋势观察池,43,5.32,5.19,-0.024436090225563922,0.012486747190899816,-0.03692283741646374
2026-06-01,000756,回踩观察,15,13.57,12.76,-0.05969049373618274,0.012486747190899816,-0.07217724092708255
2026-06-01,000757,回踩观察,12,4.23,3.91,-0.0756501182033098,0.012486747190899816,-0.08813686539420962
2026-06-01,000758,跌破MA5观察,10,6.76,6.83,0.010355029585798814,0.012486747190899816,-0.0021317176051010023
2026-06-01,000759,趋势观察池,41,5.98,5.18,-0.13377926421404696,0.012486747190899816,-0.14626601140494677
2026-06-01,000761,回踩观察,18,2.6,2.46,-0.05384615384615388,0.012486747190899816,-0.0663329010370537
2026-06-01,000762,跌破MA5观察,10,29.35,28.08,-0.04327086882453157,0.012486747190899816,-0.05575761601543139
2026-06-01,000766,趋势观察池,43,23.73,24.7,0.04087652760219118,0.012486747190899816,0.028389780411291365
