date,open,high,low,close,volume,amount,outstanding_share,turnover,change,pct_chg,amplitude
2023-03-06,6.48,6.52,6.38,6.43,13395965.0,86067273.0,733329168.0000001,0.018267328758427345,,,
2023-03-07,6.41,6.55,6.35,6.37,17330455.0,111669328.0,733329168.0000001,0.02363257286937753,-0.05999999999999961,-0.9331259720062102,3.110419906687406
2023-03-08,6.34,6.34,6.22,6.3,16281820.0,102213125.0,733329168.0000001,0.022202607928994852,-0.07000000000000028,-1.098901098901106,1.8838304552590284
2023-03-09,6.34,6.34,6.24,6.24,9521900.0,59766849.0,733329168.0000001,0.012984482842771636,-0.05999999999999961,-0.952380952380949,1.5873015873015817
2023-03-10,6.24,6.24,6.06,6.09,18708365.0,114227577.0,733329168.0000001,0.025511551723795604,-0.15000000000000036,-2.4038461538461564,2.8846153846153944
2023-03-13,6.04,6.08,5.9,5.95,22495944.0,134010517.0,733329168.0000001,0.030676461515028675,-0.13999999999999968,-2.298850574712641,2.9556650246305374
2023-03-14,5.99,5.99,5.7,5.86,21312907.0,124738781.0,733329168.0000001,0.029063220079090044,-0.08999999999999986,-1.5126050420168013,4.873949579831933
2023-03-15,5.87,5.96,5.87,5.91,11508300.0,68160121.0,733329168.0000001,0.015693225501157208,0.04999999999999982,0.8532423208191142,1.5358361774744003
2023-03-16,5.86,5.95,5.77,5.77,11612400.0,67897527.0,733329168.0000001,0.01583518085291815,-0.14000000000000057,-2.368866328257202,3.0456852791878273
2023-03-17,5.84,5.84,5.76,5.77,10747807.0,62356322.0,733329168.0000001,0.014656183701668877,0.0,0.0,1.3864818024263446
2023-03-20,5.79,5.79,5.69,5.75,10396995.0,59680612.0,733329168.0000001,0.014177800984455044,-0.019999999999999574,-0.34662045060658286,1.733102253032923
2023-03-21,5.77,5.94,5.71,5.93,17082896.0,100126945.0,733329168.0000001,0.023294990497364203,0.17999999999999972,3.130434782608682,4.000000000000008
2023-03-22,5.95,6.01,5.87,5.91,14793600.0,87737744.0,733329168.0000001,0.020173205492898104,-0.019999999999999574,-0.3372681281618828,2.3608768971332155
2023-03-23,5.88,5.95,5.86,5.93,8978600.0,53073049.0,733329168.0000001,0.012243614998278642,0.019999999999999574,0.33840947546530664,1.5228426395939063
2023-03-24,5.93,5.95,5.89,5.9,7521150.0,44423969.0,733329168.0000001,0.010256171891419977,-0.02999999999999936,-0.5059021922428242,1.0118043844856746
2023-03-27,5.9,5.91,5.81,5.82,8941050.0,52303823.0,733329168.0000001,0.012192410161980628,-0.08000000000000007,-1.3559322033898313,1.6949152542372972
2023-03-28,5.83,6.05,5.82,5.95,23027786.0,136339101.0,733329168.0000001,0.031401704725319196,0.1299999999999999,2.2336769759450092,3.9518900343642533
2023-03-29,5.9,5.91,5.74,5.75,18524500.0,107445139.0,733329168.0000001,0.025260825299669516,-0.20000000000000018,-3.361344537815125,2.857142857142856
2023-03-30,5.75,5.77,5.63,5.76,13516400.0,77009805.0,733329168.0000001,0.01843155923671101,0.009999999999999787,0.17391304347824654,2.4347826086956466
2023-03-31,5.75,5.89,5.72,5.77,12558900.0,72876629.0,733329168.0000001,0.017125870002214338,0.009999999999999787,0.17361111111111605,2.951388888888888
2023-04-03,5.7,5.75,5.66,5.73,14805400.0,84354506.0,733329168.0000001,0.020189296493385897,-0.03999999999999915,-0.6932409012131546,1.5597920277296335
2023-04-04,5.71,5.73,5.57,5.59,15172200.0,85328376.0,733329168.0000001,0.020689481152616578,-0.14000000000000057,-2.443280977312401,2.792321116928449
2023-04-06,5.58,5.58,5.46,5.49,14396137.0,79118342.0,733329168.0000001,0.019631207414349018,-0.09999999999999964,-1.7889087656529412,2.146690518783544
2023-04-07,5.49,5.59,5.46,5.54,8494622.0,47037876.0,733329168.0000001,0.011583641249627751,0.04999999999999982,0.9107468123861429,2.367941712204005
2023-04-10,5.57,5.58,5.4,5.41,11740800.0,63936443.0,733329168.0000001,0.016010272756531073,-0.1299999999999999,-2.3465703971119134,3.2490974729241824
2023-04-11,5.39,5.45,5.35,5.44,9934100.0,53673158.0,733329168.0000001,0.013546576944557043,0.03000000000000025,0.5545286506469571,1.8484288354898435
2023-04-12,5.44,5.46,5.33,5.39,9519100.0,51222897.0,733329168.0000001,0.012980664639266058,-0.05000000000000071,-0.9191176470588314,2.389705882352939
2023-04-13,5.4,5.46,5.32,5.33,11230600.0,60401546.0,733329168.0000001,0.015314541532050445,-0.05999999999999961,-1.1131725417439675,2.5974025974025916
2023-04-14,5.33,5.5,5.33,5.4,16483900.0,89483162.0,733329168.0000001,0.022478173130568834,0.07000000000000028,1.3133208255159623,3.189493433395871
2023-04-17,5.38,5.47,5.36,5.41,9478100.0,51355347.0,733329168.0000001,0.012924755230791528,0.009999999999999787,0.18518518518517713,2.0370370370370265
2023-04-18,5.41,5.49,5.33,5.34,13381468.0,72010166.0,733329168.0000001,0.018247560009777217,-0.07000000000000028,-1.2939001848428888,2.957486136783736
2023-04-19,5.34,5.35,5.23,5.28,11236600.0,59248258.0,733329168.0000001,0.015322723396705254,-0.05999999999999961,-1.1235955056179692,2.2471910112359406
2023-04-20,5.23,5.27,5.16,5.2,11572500.0,60118899.0,733329168.0000001,0.01578077145296367,-0.08000000000000007,-1.5151515151515138,2.0833333333333224
2023-04-21,5.2,5.25,5.06,5.07,11298602.0,58109012.0,733329168.0000001,0.015407272058759837,-0.1299999999999999,-2.500000000000002,3.653846153846161
2023-04-24,5.07,5.16,4.98,5.1,12082362.0,61421353.0,733329168.0000001,0.01647604176573541,0.02999999999999936,0.5917159763313418,3.5502958579881603
2023-04-25,5.1,5.11,4.85,4.93,15810200.0,78137407.0,733329168.0000001,0.02155948609424465,-0.16999999999999993,-3.3333333333333326,5.098039215686288
2023-04-26,4.9,5.07,4.9,5.03,13018654.0,65235922.0,733329168.0000001,0.017752810835965544,0.10000000000000053,2.0283975659229236,3.448275862068964
2023-04-27,5.01,5.14,5.0,5.03,11795846.0,59791387.0,733329168.0000001,0.016085335910162514,0.0,0.0,2.7833001988071504
2023-04-28,5.09,5.19,5.03,5.15,12840781.0,65644070.0,733329168.0000001,0.017510255367341392,0.1200000000000001,2.385685884691857,3.1809145129224676
2023-05-04,5.11,5.23,5.11,5.18,10020532.0,51854493.0,733329168.0000001,0.01366443943219779,0.02999999999999936,0.5825242718446422,2.3300970873786424
2023-05-05,5.22,5.28,5.12,5.13,10904400.0,56284111.0,733329168.0000001,0.01486972082365064,-0.04999999999999982,-0.9652509652509633,3.0888030888030915
2023-05-08,5.12,5.27,5.11,5.19,11251090.0,58494637.0,733329168.0000001,0.01534248259984662,0.0600000000000005,1.1695906432748648,3.1189083820662624
2023-05-09,5.19,5.27,5.14,5.16,15293190.0,79516538.0,733329168.0000001,0.020854468453380813,-0.03000000000000025,-0.5780346820809301,2.5048169556840056
2023-05-10,5.15,5.68,5.13,5.68,72075356.0,397434311.0,733329168.0000001,0.098285134623201,0.5199999999999996,10.077519379844958,10.658914728682166
2023-05-11,5.69,5.95,5.51,5.79,75957231.0,435692814.0,733329168.0000001,0.10357863059934906,0.11000000000000032,1.9366197183098732,7.746478873239444
2023-05-12,5.58,5.68,5.5,5.54,42561433.0,237392569.0,733329168.0000001,0.05803864738678988,-0.25,-4.317789291882557,3.1088082901554355
2023-05-15,5.54,5.58,5.46,5.56,28716523.0,158441232.0,733329168.0000001,0.039159117423786964,0.019999999999999574,0.3610108303248927,2.1660649819494604
2023-05-16,5.55,5.55,5.37,5.45,20472847.0,111245205.0,733329168.0000001,0.027917677208770177,-0.10999999999999943,-1.978417266187038,3.237410071942441
2023-05-17,5.41,5.53,5.4,5.51,18423926.0,100839182.0,733329168.0000001,0.025123678157037383,0.05999999999999961,1.1009174311926495,2.3853211009174293
2023-05-18,5.55,5.55,5.38,5.42,14380888.0,78053227.0,733329168.0000001,0.01961041320532882,-0.08999999999999986,-1.6333938294010864,3.085299455535389
2023-05-19,5.38,5.45,5.32,5.43,12227741.0,66074949.0,733329168.0000001,0.016674286982677332,0.009999999999999787,0.18450184501843658,2.3985239852398506
2023-05-22,5.48,5.54,5.33,5.38,13991464.0,75541826.0,733329168.0000001,0.01907937746177307,-0.04999999999999982,-0.9208103130755041,3.867403314917127
2023-05-23,5.38,5.45,5.33,5.39,11608301.0,62566421.0,733329168.0000001,0.015829591275714806,0.009999999999999787,0.18587360594795044,2.2304832713754665
2023-05-24,5.36,5.52,5.31,5.38,16618701.0,90160665.0,733329168.0000001,0.022661993720124327,-0.009999999999999787,-0.18552875695732052,3.896103896103896
2023-05-25,5.35,5.36,5.19,5.26,19170352.0,100890413.0,733329168.0000001,0.026141537574842513,-0.1200000000000001,-2.230483271375472,3.159851301115241
2023-05-26,5.3,5.38,5.12,5.35,18761902.0,98705427.0,733329168.0000001,0.02558455713846636,0.08999999999999986,1.7110266159695797,4.942965779467677
2023-05-29,5.31,5.35,5.14,5.14,16683900.0,86548121.0,733329168.0000001,0.022750901952395812,-0.20999999999999996,-3.9252336448598157,3.925233644859813
2023-05-30,5.14,5.24,5.12,5.18,10092102.0,52212275.0,733329168.0000001,0.013762035441088576,0.040000000000000036,0.7782101167315147,2.3346303501945544
