date      , code  , name    , close  , score, status      , risk_tags                               , ret10_fmt, ret20_fmt, ret60_fmt, ret20_rank_pct_fmt, ret60_rank_pct_fmt, ma20                 , ma60, ma120, ma20_slope_5_fmt, ma60_slope_10_fmt, amount_ma20   , amount_ratio_5_20  , up_down_amount_ratio20, dist_to_60d_high_fmt, is_20d_high, is_60d_high, max_dd20_fmt, turnover_ma5         , limit_up_count_5, basic_liquid, trend_basic, relative_strength, volume_ok, near_breakout, risk_ok, candidate
2026-06-18, 600202, 哈空调  ,    4.83,    12, 流动性不足  , 20日回撤过大、跌破MA20                  , -8.00%   , -18.14%  ,          , 11.07%            ,                   ,    5.313000000000001 ,     ,      ,                 ,                  ,    57230345.4 , 0.7482437175715525 ,    0.47543797121217724,                     , False      , False      , -20.72%     , 0.022600922972243344 ,              0.0, False       , False      , False            , False    , False        , False  , False
2026-06-18, 600610, 中毅达  ,    7.08,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -4.84%   , -18.15%  ,          , 10.97%            ,                   ,    7.960500000000001 ,     ,      ,                 ,                  ,   175124527.95, 0.9817704807694816 ,    0.8198886447015794 ,                     , False      , False      , -22.71%     , 0.03133972410423     ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 002943, 宇晶股份,   51.75,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -13.82%  , -18.16%  ,          , 10.93%            ,                   ,   57.153499999999994 ,     ,      ,                 ,                  ,   821067931.8 , 0.7066407934457342 ,    0.8895332698930233 ,                     , False      , False      , -27.34%     , 0.058742684623988    ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 001379, 腾达科技,   16.94,    12, 流动性不足  , 20日回撤过大、跌破MA20                  , -6.72%   , -18.20%  ,          , 10.90%            ,                   ,   18.369             ,     ,      ,                 ,                  ,    42160154.1 , 0.6848461637857248 ,    0.5199144330236976 ,                     , False      , False      , -21.38%     , 0.02498543671828187  ,              0.0, False       , False      , False            , False    , False        , False  , False
2026-06-18, 603353, 和顺石油,   40.75,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -8.82%   , -18.24%  ,          , 10.77%            ,                   ,   45.092499999999994 ,     ,      ,                 ,                  ,   363771166.2 , 0.8247028353947642 ,    0.895815825103142  ,                     , False      , False      , -32.58%     , 0.04332324754427349  ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 002494, 华斯股份,    4.7 ,    12, 流动性不足  , 20日回撤过大、跌破MA20                  , -7.66%   , -18.26%  ,          , 10.70%            ,                   ,    5.2305            ,     ,      ,                 ,                  ,    67696506.2 , 0.9191812235651239 ,    0.27983704886257427,                     , False      , False      , -20.34%     , 0.04451142973112173  ,              0.0, False       , False      , False            , False    , False        , False  , False
2026-06-18, 002149, 西部材料,   57.3 ,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -8.33%   , -18.32%  ,          , 10.47%            ,                   ,   62.024             ,     ,      ,                 ,                  ,  3723689274.85, 0.9791204098647216 ,    0.9903483169069527 ,                     , False      , False      , -21.45%     , 0.1247527700465257   ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 002825, 纳尔股份,    8.84,    12, 流动性不足  , 20日回撤过大、跌破MA20                  , -12.39%  , -18.37%  ,          , 10.27%            ,                   ,   10.040000000000001 ,     ,      ,                 ,                  ,    50986872.1 , 0.7645664304243522 ,    0.6832304836442998 ,                     , False      , False      , -21.98%     , 0.016417510738947094 ,              0.0, False       , False      , False            , False    , False        , False  , False
2026-06-18, 603017, 中衡设计,   10.87,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -4.31%   , -18.39%  ,          , 10.21%            ,                   ,   11.631             ,     ,      ,                 ,                  ,   101344494.25, 0.9408319189475851 ,    0.5659855421735821 ,                     , False      , False      , -20.25%     , 0.03138580978296728  ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 603982, 泉峰汽车,    6.07,    12, 流动性不足  , 20日回撤过大、跌破MA20                  , -8.03%   , -18.41%  ,          , 10.14%            ,                   ,    6.675             ,     ,      ,                 ,                  ,    42868920.5 , 0.7992603219388276 ,    0.4472395698131227 ,                     , False      , False      , -20.34%     , 0.016103967790081816 ,              0.0, False       , False      , False            , False    , False        , False  , False
2026-06-18, 600561, 江西长运,    5.36,    12, 流动性不足  , 20日回撤过大、跌破MA20                  , -6.78%   , -18.42%  ,          , 10.11%            ,                   ,    5.9094999999999995,     ,      ,                 ,                  ,    35974377.55, 0.8851918717909827 ,    0.4859683948075223 ,                     , False      , False      , -21.06%     , 0.02053614002969662  ,              0.0, False       , False      , False            , False    , False        , False  , False
2026-06-18, 000591, 太阳能  ,    4.77,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -14.67%  , -18.46%  ,          , 10.07%            ,                   ,    5.471             ,     ,      ,                 ,                  ,   780337622.5 , 0.4989546157631276 ,    0.6580155483472879 ,                     , False      , False      , -21.42%     , 0.019885440552762607 ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 605333, 沪光股份,   18.68,    12, 流动性不足  , 20日回撤过大、跌破MA20                  , -5.13%   , -18.46%  ,          , 10.04%            ,                   ,   19.896             ,     ,      ,                 ,                  ,    55071752.0 , 0.7151390317126646 ,    0.2519934824252209 ,                     , False      , False      , -20.42%     , 0.004489041413346234 ,              0.0, False       , False      , False            , False    , False        , False  , False
2026-06-18, 000702, 正虹科技,    5.27,    12, 流动性不足  , 20日回撤过大、跌破MA20                  , -8.82%   , -18.55%  ,          , 9.96%             ,                   ,    5.892             ,     ,      ,                 ,                  ,    43298938.2 , 0.817774178120608  ,    0.3799476725352123 ,                     , False      , False      , -20.03%     , 0.024452443857093758 ,              0.0, False       , False      , False            , False    , False        , False  , False
2026-06-18, 001336, 楚环科技,   23.69,    12, 流动性不足  , 20日回撤过大、跌破MA20                  , -6.77%   , -18.56%  ,          , 9.91%             ,                   ,   26.095             ,     ,      ,                 ,                  ,    49826375.05, 0.9715693375530838 ,    0.3390096328946328 ,                     , False      , False      , -20.32%     , 0.04065333881012731  ,              0.0, False       , False      , False            , False    , False        , False  , False
2026-06-18, 603533, 掌阅科技,   20.84,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -13.56%  , -18.63%  ,          , 9.87%             ,                   ,   22.9985            ,     ,      ,                 ,                  ,   551551356.35, 0.6028559534336462 ,    0.265402176587683  ,                     , False      , False      , -24.55%     , 0.03721646796564391  ,              0.0, True        , False      , False            , False    , False        , False  , False
2026-06-18, 002284, 亚太股份,   10.54,    12, 跌破MA20观察, 20日回撤过大、跌破MA20                  , -7.14%   , -18.67%  ,          , 9.84%             ,                   ,   11.327             ,     ,      ,                 ,                  ,   173854833.85, 0.7722699969092635 ,    0.2777252795215691 ,                     , False      , False      , -20.28%     , 0.01708276597704065  ,              0.0, True        , False      , False            , False    , False        , False  , False
