date,open,high,low,close,volume,amount,outstanding_share,turnover,change,pct_chg,amplitude
2026-05-19,23.22,23.61,22.66,23.35,1912000.0,44580698.0,130000000.0,0.014707692307692307,,,
2026-05-20,23.35,23.47,22.97,23.11,1449440.0,33658904.0,130000000.0,0.01114953846153846,-0.240000000000002,-1.0278372591006502,2.141327623126338
2026-05-21,23.41,23.62,22.82,22.95,1693600.0,39433959.0,130000000.0,0.013027692307692308,-0.16000000000000014,-0.692340977931627,3.4617048896581597
2026-05-22,23.15,24.09,23.15,24.09,2636030.0,63264826.0,130000000.0,0.020277153846153848,1.1400000000000006,4.967320261437913,4.095860566448808
2026-05-25,24.22,25.0,23.95,24.88,3779300.0,93158603.0,130000000.0,0.02907153846153846,0.7899999999999991,3.2793690327936886,4.358655043586554
2026-05-26,24.86,24.9,24.15,24.81,1917330.0,46920862.0,130000000.0,0.014748692307692308,-0.07000000000000028,-0.2813504823151125,3.014469453376206
2026-05-27,24.64,24.79,24.08,24.6,1494600.0,36422214.0,130000000.0,0.011496923076923076,-0.2099999999999973,-0.8464328899637108,2.861749294639262
2026-05-28,24.5,25.55,24.17,25.25,1632662.0,40762191.0,130000000.0,0.012558938461538462,0.6499999999999986,2.6422764227642226,5.609756097560972
2026-05-29,25.14,25.56,24.52,24.95,1777000.0,44290231.0,130000000.0,0.013669230769230769,-0.3000000000000007,-1.1881188118811892,4.118811881188115
2026-06-02,26.0,27.2,23.1,24.09,9350160.0,233779837.0,130000000.0,0.07192430769230769,-0.8599999999999994,-3.446893787575145,16.43286573146292
2026-06-03,22.62,23.16,21.68,21.68,8155551.0,180948641.0,130000000.0,0.06273500769230769,-2.41,-10.004151100041515,6.143628061436282
2026-06-04,20.8,21.39,20.52,20.6,5065340.0,105547721.0,130000000.0,0.03896415384615384,-1.0799999999999983,-4.981549815498143,4.012915129151296
2026-06-05,20.44,20.96,19.67,20.32,5686330.0,114793754.0,130000000.0,0.043741,-0.28000000000000114,-1.3592233009708798,6.262135922330092
2026-06-08,20.22,21.06,19.4,19.63,5395200.0,108838064.0,130000000.0,0.041501538461538465,-0.6900000000000013,-3.3956692913385877,8.169291338582678
2026-06-09,19.7,19.9,19.0,19.29,4637100.0,89832179.0,130000000.0,0.03567,-0.33999999999999986,-1.7320427916454384,4.584819154355571
2026-06-10,19.12,20.2,19.0,19.32,4687430.0,91219816.0,130000000.0,0.03605715384615384,0.030000000000001137,0.15552099533437946,6.220839813374803
2026-06-11,19.16,19.16,18.17,18.52,4646800.0,86275427.0,130000000.0,0.03574461538461538,-0.8000000000000007,-4.140786749482405,5.124223602484464
2026-06-12,18.6,18.96,17.74,18.54,4290000.0,78966036.0,130000000.0,0.033,0.019999999999999574,0.1079913606911509,6.587473002159841
2026-06-15,18.54,19.05,18.54,18.63,3313100.0,62102993.0,130000000.0,0.025485384615384615,0.08999999999999986,0.4854368932038833,2.7508090614886815
2026-06-16,18.42,20.49,17.94,20.49,5933500.0,114947958.0,130000000.0,0.04564230769230769,1.8599999999999994,9.98389694041868,13.68760064412237
