date,open,high,low,close,volume,amount,outstanding_share,turnover,change,pct_chg,amplitude
2023-03-06,4.96,4.97,4.87,4.93,25369501.0,130743838.0,1240638006.0,0.02044875368746361,,,
2023-03-07,4.93,4.97,4.83,4.84,20258907.0,103779150.0,1240638006.0,0.016329426393535778,-0.08999999999999986,-1.8255578093306246,2.839756592292083
2023-03-08,4.83,4.9,4.79,4.87,13590732.0,69115215.0,1240638006.0,0.010954631354409756,0.03000000000000025,0.6198347107438051,2.2727272727272796
2023-03-09,4.89,4.94,4.83,4.91,18286053.0,93658488.0,1240638006.0,0.01473923329090726,0.040000000000000036,0.8213552361396204,2.25872689938399
2023-03-10,4.88,4.89,4.78,4.79,17308633.0,87410543.0,1240638006.0,0.013951396713861433,-0.1200000000000001,-2.4439918533604943,2.2403258655804366
2023-03-13,4.77,4.85,4.75,4.84,12529900.0,62981694.0,1240638006.0,0.01009956162829337,0.04999999999999982,1.0438413361169019,2.087682672233813
2023-03-14,4.83,4.87,4.73,4.73,16222221.0,81230493.0,1240638006.0,0.01307570856409827,-0.10999999999999943,-2.2727272727272596,2.892561983471068
2023-03-15,4.75,4.96,4.75,4.96,34836714.0,178190429.0,1240638006.0,0.02807967661116453,0.22999999999999954,4.862579281183921,4.439746300211415
2023-03-16,4.94,5.03,4.86,4.9,30740915.0,158786200.0,1240638006.0,0.024778311523047117,-0.05999999999999961,-1.2096774193548265,3.427419354838708
2023-03-17,4.92,5.1,4.87,4.97,35242100.0,183384326.0,1240638006.0,0.028406432681863207,0.0699999999999994,1.4285714285714235,4.693877551020399
2023-03-20,5.05,5.08,4.71,4.73,53115009.0,269167591.0,1240638006.0,0.04281265666787899,-0.23999999999999932,-4.828973843058337,7.444668008048293
2023-03-21,4.73,5.1,4.71,4.91,49860467.0,257694743.0,1240638006.0,0.04018937575575127,0.17999999999999972,3.8054968287526414,8.24524312896405
2023-03-22,4.82,4.87,4.74,4.76,38930512.0,195365250.0,1240638006.0,0.031379428819465004,-0.15000000000000036,-3.054989816700615,2.647657841140527
2023-03-23,4.77,4.8,4.51,4.55,50045199.0,239206919.0,1240638006.0,0.04033827656251891,-0.20999999999999996,-4.411764705882348,6.092436974789917
2023-03-24,4.54,4.55,4.4,4.43,31303977.0,145865047.0,1240638006.0,0.025232160266416986,-0.1200000000000001,-2.637362637362639,3.296703296703285
2023-03-27,4.44,4.44,4.33,4.4,19535400.0,89534798.0,1240638006.0,0.015746253061346246,-0.02999999999999936,-0.6772009029345272,2.483069977426644
2023-03-28,4.38,4.46,4.35,4.46,20855137.0,96523665.0,1240638006.0,0.016810009768473914,0.05999999999999961,1.3636363636363447,2.500000000000007
2023-03-29,4.47,4.48,4.35,4.38,19482700.0,89758761.0,1240638006.0,0.015703774917242057,-0.08000000000000007,-1.7937219730941756,2.914798206278044
2023-03-30,4.39,4.4,4.27,4.33,20104982.0,90827472.0,1240638006.0,0.01620535716523906,-0.04999999999999982,-1.1415525114155223,2.9680365296803832
2023-03-31,4.33,4.39,4.32,4.39,12903495.0,59150910.0,1240638006.0,0.01040069298022134,0.05999999999999961,1.3856812933025209,1.6166281755196164
2023-04-03,4.39,4.45,4.38,4.44,19131873.0,88429519.0,1240638006.0,0.01542099541322612,0.05000000000000071,1.1389521640091216,1.594533029612763
2023-04-04,4.44,4.51,4.42,4.49,21846550.0,102447769.0,1240638006.0,0.017609125219721827,0.04999999999999982,1.1261261261261257,2.0270270270270236
2023-04-06,4.47,4.49,4.4,4.43,15828027.0,73603227.0,1240638006.0,0.012757973658272725,-0.0600000000000005,-1.3363028953229494,2.0044543429844066
2023-04-07,4.44,4.44,4.39,4.42,9988700.0,46192206.0,1240638006.0,0.008051260683368103,-0.009999999999999787,-0.22573363431150906,1.1286681715575781
2023-04-10,4.41,4.45,4.34,4.43,12061545.0,55768651.0,1240638006.0,0.009722050220666866,0.009999999999999787,0.2262443438914019,2.488687782805437
2023-04-11,4.43,4.43,4.36,4.39,10790387.0,49507691.0,1240638006.0,0.008697449979619598,-0.040000000000000036,-0.9029345372460473,1.5801354401805734
2023-04-12,4.39,4.53,4.39,4.52,28947551.0,135887393.0,1240638006.0,0.023332793981808743,0.1299999999999999,2.9612756264236983,3.189066059225526
2023-04-13,4.49,4.57,4.48,4.52,18019318.0,85478370.0,1240638006.0,0.014524235041047098,0.0,0.0,1.9911504424778732
2023-04-14,4.57,4.59,4.48,4.56,21292638.0,101307063.0,1240638006.0,0.017162651713895666,0.040000000000000036,0.8849557522123908,2.433628318584059
2023-04-17,4.55,4.64,4.53,4.63,23561213.0,113499339.0,1240638006.0,0.01899120685167854,0.07000000000000028,1.5350877192982448,2.4122807017543737
2023-04-18,4.63,4.67,4.54,4.56,20831761.0,99892973.0,1240638006.0,0.016791167850132748,-0.07000000000000028,-1.5118790496760348,2.8077753779697603
2023-04-19,4.56,4.66,4.52,4.54,24199036.0,115856786.0,1240638006.0,0.019505315718983382,-0.019999999999999574,-0.43859649122806044,3.070175438596504
2023-04-20,4.53,4.55,4.42,4.55,22245902.0,104373514.0,1240638006.0,0.017931017663826106,0.009999999999999787,0.22026431718060735,2.8634361233480154
2023-04-21,4.55,4.56,4.41,4.41,17367910.0,81388396.0,1240638006.0,0.013999176162591298,-0.13999999999999968,-3.076923076923066,3.296703296703285
2023-04-24,4.4,4.45,4.35,4.42,13009570.0,60055142.0,1240638006.0,0.01048619334333048,0.009999999999999787,0.22675736961450532,2.2675736961451367
2023-04-25,4.42,4.45,4.27,4.34,19049761.0,86561788.0,1240638006.0,0.01535481011211259,-0.08000000000000007,-1.8099547511312264,4.072398190045263
2023-04-26,4.32,4.38,4.28,4.35,12932951.0,58632507.0,1240638006.0,0.010424435602853842,0.009999999999999787,0.23041474654377225,2.30414746543778
2023-04-27,4.34,4.4,4.31,4.34,11172455.0,50931067.0,1240638006.0,0.009005410882116729,-0.009999999999999787,-0.22988505747125743,2.0689655172413968
2023-04-28,4.35,4.53,4.34,4.52,24459810.0,114158732.0,1240638006.0,0.01971550918294212,0.17999999999999972,4.147465437788012,4.377880184331807
2023-05-04,4.49,4.67,4.48,4.64,32115966.0,154430574.0,1240638006.0,0.025886653354709497,0.1200000000000001,2.6548672566371723,4.203539823008839
2023-05-05,4.7,4.78,4.55,4.63,30006463.0,146238316.0,1240638006.0,0.024186316117096287,-0.009999999999999787,-0.21551724137930384,4.956896551724147
2023-05-08,4.61,4.76,4.59,4.7,29557664.0,145137014.0,1240638006.0,0.023824567566891063,0.07000000000000028,1.5118790496760237,3.6717062634989186
2023-05-09,4.72,4.95,4.72,4.72,61754232.0,311626027.0,1240638006.0,0.049776189107010156,0.019999999999999574,0.42553191489360653,4.893617021276605
2023-05-10,4.74,4.76,4.6,4.62,27995101.0,136307843.0,1240638006.0,0.02256508414590678,-0.09999999999999964,-2.1186440677966045,3.3898305084745797
2023-05-11,4.63,4.66,4.58,4.6,13707566.0,66267031.0,1240638006.0,0.011048803868418649,-0.020000000000000462,-0.43290043290044045,1.731601731601733
2023-05-12,4.62,4.66,4.56,4.56,11523156.0,54916000.0,1240638006.0,0.009288088825484523,-0.040000000000000036,-0.8695652173913104,2.1739130434782727
2023-05-15,4.57,4.6,4.47,4.59,14841654.0,69634079.0,1240638006.0,0.011962920632950527,0.03000000000000025,0.6578947368421018,2.8508771929824537
2023-05-16,4.59,4.59,4.42,4.43,18224181.0,84823553.0,1240638006.0,0.014689362176447784,-0.16000000000000014,-3.4858387799564294,3.703703703703702
2023-05-17,4.46,4.54,4.4,4.52,15855900.0,73826245.0,1240638006.0,0.012780440324508324,0.08999999999999986,2.0316027088036037,3.160270880361167
2023-05-18,4.52,4.53,4.36,4.4,26400490.0,121650347.0,1240638006.0,0.021279768854671054,-0.11999999999999922,-2.65486725663715,3.761061946902654
2023-05-19,4.37,4.38,4.26,4.27,24355745.0,108544482.0,1240638006.0,0.019631628953981923,-0.13000000000000078,-2.9545454545454763,2.7272727272727297
2023-05-22,4.3,4.31,4.2,4.23,16945156.0,74581724.0,1240638006.0,0.01365842084318671,-0.03999999999999915,-0.9367681498828828,2.576112412177973
2023-05-23,4.22,4.23,4.11,4.12,15825898.0,68174968.0,1240638006.0,0.012756257605733868,-0.11000000000000032,-2.6004728132387744,2.836879432624116
2023-05-24,4.1,4.15,4.07,4.11,9235645.0,39406276.0,1240638006.0,0.007444270573152182,-0.009999999999999787,-0.24271844660194164,1.9417475728155356
