date,open,high,low,close,volume,amount,outstanding_share,turnover,change,pct_chg,amplitude
2023-03-06,8.4,8.41,8.31,8.34,2402500.0,20792469.0,424156537.0,0.005664182419520273,,,
2023-03-07,8.36,8.37,8.19,8.19,3303673.0,28301273.0,424156537.0,0.0077888060463865965,-0.15000000000000036,-1.7985611510791366,2.158273381294961
2023-03-08,8.19,8.21,8.13,8.21,2522800.0,21360615.0,424156537.0,0.005947804124023202,0.02000000000000135,0.24420024420026554,0.9768009768009777
2023-03-09,8.21,8.24,8.14,8.15,1971723.0,16752377.0,424156537.0,0.0046485738825239415,-0.0600000000000005,-0.730816077953722,1.2180267965895206
2023-03-10,8.15,8.16,8.06,8.06,2047732.0,17191363.0,424156537.0,0.004827774232794625,-0.08999999999999986,-1.104294478527601,1.2269938650306704
2023-03-13,8.05,8.09,7.95,8.0,2305700.0,19150157.0,424156537.0,0.005435964788631797,-0.0600000000000005,-0.7444168734491385,1.7369727047146362
2023-03-14,8.0,8.01,7.83,7.91,2431343.0,19959323.0,424156537.0,0.005732183257616515,-0.08999999999999986,-1.1249999999999982,2.2499999999999964
2023-03-15,7.95,8.07,7.94,8.05,2246567.0,18708747.0,424156537.0,0.005296551636076754,0.14000000000000057,1.7699115044247815,1.6434892541087216
2023-03-16,8.0,8.07,7.93,7.95,2023500.0,16783918.0,424156537.0,0.004770644381227584,-0.10000000000000053,-1.2422360248447228,1.7391304347826158
2023-03-17,7.99,8.07,7.95,8.03,1474878.0,12288164.0,424156537.0,0.003477202097205919,0.07999999999999918,1.0062893081761004,1.5094339622641522
2023-03-20,8.03,8.04,7.91,7.92,1801811.0,14874180.0,424156537.0,0.00424798592695036,-0.10999999999999943,-1.3698630136986245,1.618929016189278
2023-03-21,7.91,8.01,7.91,8.0,1421300.0,11772966.0,424156537.0,0.0033508855246052707,0.08000000000000007,1.0101010101010166,1.262626262626258
2023-03-22,8.06,8.1,8.01,8.07,1430100.0,11942173.0,424156537.0,0.0033716325819587688,0.07000000000000028,0.8750000000000036,1.1249999999999982
2023-03-23,8.08,8.11,8.02,8.08,1936677.0,16227838.0,424156537.0,0.004565948726613637,0.009999999999999787,0.12391573729864103,1.1152416356877306
2023-03-24,8.11,8.11,8.04,8.06,1349300.0,11286201.0,424156537.0,0.003181136873531198,-0.019999999999999574,-0.24752475247524774,0.8663366336633699
2023-03-27,8.07,8.1,8.0,8.02,1760900.0,14678563.0,424156537.0,0.00415153332883798,-0.040000000000000924,-0.49627791563277013,1.2406947890818814
2023-03-28,8.05,8.11,7.96,7.96,2026400.0,16847175.0,424156537.0,0.004777481479673624,-0.05999999999999961,-0.7481296758104716,1.870324189526178
2023-03-29,8.0,8.0,7.87,7.9,2036100.0,16717147.0,424156537.0,0.004800350395165547,-0.05999999999999961,-0.7537688442211032,1.6331658291457274
2023-03-30,7.84,7.9,7.81,7.88,2159800.0,17585513.0,424156537.0,0.005091988008191419,-0.020000000000000462,-0.25316455696202667,1.1392405063291233
2023-03-31,7.87,7.93,7.86,7.89,1904600.0,15600562.0,424156537.0,0.004490323344939984,0.009999999999999787,0.12690355329949554,0.8883248730964391
2023-04-03,7.87,7.96,7.87,7.93,2200000.0,18050325.0,424156537.0,0.005186764338374443,0.040000000000000036,0.5069708491761693,1.140684410646386
2023-04-04,7.93,7.93,7.73,7.76,3551728.0,28767372.0,424156537.0,0.008373625513639084,-0.16999999999999993,-2.1437578814627933,2.522068095838579
2023-04-06,7.76,7.78,7.63,7.64,3153980.0,25088659.0,424156537.0,0.0074358868127028304,-0.1200000000000001,-1.5463917525773252,1.9329896907216542
2023-04-07,7.63,7.68,7.61,7.67,1765200.0,14031283.0,424156537.0,0.0041616710954993485,0.03000000000000025,0.39267015706807573,0.9162303664921387
2023-04-10,7.64,7.72,7.61,7.65,3000601.0,23828996.0,424156537.0,0.007074277391132133,-0.019999999999999574,-0.26075619295957697,1.434159061277698
2023-04-11,7.63,7.65,7.59,7.64,1938500.0,15323777.0,1116082347.0,0.0017368790082655074,-0.010000000000000675,-0.13071895424837665,0.7843137254902025
2023-04-12,7.64,7.7,7.62,7.68,1784300.0,14217431.0,1116082347.0,0.001598717159890712,0.040000000000000036,0.5235602094240788,1.0471204188481684
2023-04-13,7.7,7.77,7.62,7.76,2726200.0,21752514.0,1116082347.0,0.0024426513037572486,0.08000000000000007,1.041666666666674,1.9531249999999931
2023-04-14,7.76,7.79,7.72,7.77,1956200.0,15753344.0,1116082347.0,0.0017527380531178673,0.009999999999999787,0.12886597938144284,0.9020618556701068
2023-04-17,7.76,7.76,7.71,7.73,2172734.0,17417670.0,1116082347.0,0.0019467506191100073,-0.03999999999999915,-0.5148005148005064,0.6435006435006413
2023-04-18,7.75,7.82,7.72,7.81,2042100.0,16499537.0,1116082347.0,0.0018297037001697152,0.07999999999999918,1.0349288486416475,1.2936610608020767
